BIG,GENERAL,LARGE HUGE GIGANTIC SIZE,Of considerable size extent or intensity.,
BIG OVER TIME,GENERAL,LARGE HUGE GIGANTIC CLOCK CENTURY,To become large over time or a large amount of time.,
BREAK ,GENERAL,DESTROY CRASH BROKEN DESTRUCTION,Separate or cause to separate into pieces as a result of a blow shock or strain,
BREAKFAST,GENERAL,MORNING FOOD EARLY EAT,A meal eaten in the morning the first of the day.,
CHANGE,GENERAL,ALTER MODIFY EVOLVE DIFFERENT,Make or become different.,
CHANGE-BIG,GENERAL,LARGE ALTER DIFFERENCE HUGE ,A large change.,
CHEAP  ,GENERAL,MONEY INEXPENSIVE COIN,Costing very little low in price.,
CHESS,GENERAL,GAME STRATEGY SMART INTELLIGENT THINK,A board game of strategic skill for two players,
CLEAN  ,GENERAL,HYGIENE CLEAR PURE,Free of dirt impurities or extraneous matter,
CLOSE,GENERAL,NEAR PLACE SPACE DISTANCE,A short distance away or apart,
CLOTH,GENERAL,CLOTHING TEAR COTTON POLYESTER RIP,Woven or felted fabric made from wool cotton or a similar fiber.,
COLD,GENERAL,TEMPERATURE CHILLY ICE SNOW FREEZE,Of or at a low or relatively low temperature,
COMMUNICATION,GENERAL,TALK PHONE CALL INFORMATION,The imparting or exchanging of information or news,
CONSTRUCTION 1,GENERAL,BUILD CREATE ARCHITECT DESIGN FACTORY PRODUCTION,The building of something typically a large structure.,
CONSTRUCTION 2,GENERAL,BUILD CREATE ARCHITECT DESIGN FACTORY PRODUCTION,The building of something typically a large structure.,
CYCLE,GENERAL,EVENT REPEAT CIRCLE SPIN,A series of events that are regularly repeated in the same order.,
DEATH ,GENERAL,LIFE END CONCLUSION,The action or fact of dying or being killed; the end of the life of a person or organism.,
DECELERATE,GENERAL,SPEED VELOCITY MOTIN SLOW,Reduce speed; slow down,
DECREASING ,GENERAL,SIZE AMOUNT FEWER SMALLER REDUCE,Make or become smaller or fewer in size amount intensity or degree.,
DESCEND 1,GENERAL,DOWN LOWER LEVEL MOVE FALL,Move or fall downward.,
DESCEND 2,GENERAL,DOWN LOWER LEVEL MOVE FALL,Move or fall downward.,
DISTROY 1,GENERAL,BREAK DEMOLISH NEUTRALIZE,To render ineffective or useless; nullify; neutralize; invalidate.,
DISTROY 2,GENERAL,BREAK DEMOLISH NEUTRALIZE,To render ineffective or useless; nullify; neutralize; invalidate.,
DISTANCE 1,GENERAL,SPACE LENGTH FAR,An amount of space between two things or people.,
DISTANCE 2,GENERAL,SPACE LENGTH FAR,An amount of space between two things or people.,
DRINK,GENERAL,CONSUME WATER LIQUID,Take (a liquid) into the mouth and swallow,
EARLY,GENERAL,TIME MORNING,Near the beginning of a course process or series.,
EPIC,GENERAL,SIGNIFICANT IMPORTANT,Extending beyond the usual or ordinary especially in size or scope.,
ETERNITY 1,GENERAL,TIME INFINITE UNENDING,Infinite or unending time,
ETERNITY 2,GENERAL,TIME INFINITE UNENDING,Infinite or unending time,
EXPENSIVE,GENERAL,MONEY COIN LUXURY COST,Costing a lot of money.,
FADING,GENERAL,FAINT DISAPPEAR DIM WANE ,Gradually grow faint and disappear.,
FALL,GENERAL,DOWN MOVE GRAVITY,Move downward typically rapidly and freely without control from a higher to a lower level,
FAR,GENERAL,DISTANCE PLACE AWAY,At to or by a great distance,
FAST FOOD,GENERAL,FOOD EAT RESTAURANTS,Food that can be prepared quickly and easily and is sold in restaurants and snack bars as a quick meal or to be taken out.,
FIGHT 1,GENERAL,VIOLENCE OPPOSITION COMPETE,Take part in a violent struggle involving the exchange of physical blows or the use of weapons.,
FIGHT 2,GENERAL,VIOLENCE OPPOSITION COMPETE,Take part in a violent struggle involving the exchange of physical blows or the use of weapons.,
FLY,GENERAL,BIRD UP AIR SOAR, Move or be hurled quickly through the air.,
FOOD,GENERAL,EAT NUTRITION CONSUME,Any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth,
FUN,GENERAL,EXCITING ENGAGING GAME PARTY ENJOYMENT PLEASURE,Enjoyment amusement or lighthearted pleasure,
FUTURE 1,GENERAL,TOMORROW TIME LATER,The day following today.,
FUTURE 2,GENERAL,TOMORROW TIME LATER,The day following today.,
GRACEFUL,GENERAL,NATURE NATURAL FLOW BEAUTY,Having or showing grace or elegance.,
HEAT 1,GENERAL,TEMPERATURE HOT FIRE FLAME WARM,The quality of being hot; high temperature,
HEAT 2,GENERAL,TEMPERATURE HOT FIRE FLAME WARM,The quality of being hot; high temperature,
HEAT 3,GENERAL,TEMPERATURE HOT FIRE FLAME WARM,The quality of being hot; high temperature,
HOVER,GENERAL,OVERHEAD UP ABOVE FLOAT,Remain in one place in the air.,
HYGIENE,GENERAL,CLEAN BODY HEALTH,Conditions or practices conducive to maintaining health and preventing disease especially through cleanliness.,
INCREASING,GENERAL,NUMBER SIZE GREATER BIGGER CHANGE,Become or make greater in size amount intensity or degree.,
INSIDE 1,GENERAL,IN WITHIN,The inner part; the interior.,
INSIDE 2,GENERAL,IN WITHIN,The inner part; the interior.,
LATE ,GENERAL,TIME END, Toward the end of a period.,
MONEY 1,GENERAL,CASH ECONOMY BANK TREASURY,A current medium of exchange in the form of coins and banknotes; coins and banknotes collectively.,
MONEY 2,GENERAL,CASH ECONOMY BANK TREASURY,A current medium of exchange in the form of coins and banknotes; coins and banknotes collectively.,
MULTIPLY,GENERAL,INCREASE SPREAD REPRODUCE,Increase or cause to increase greatly in number or quantity.,
NAP,GENERAL,SLEEP REST,Sleep lightly or briefly especially during the day.,
OLD,GENERAL,TIME LATE ELDER,Having lived for a long time.,
OUTSIDE,GENERAL,EXTERIOR BEYOND OUT EXTERNAL ,The external side or surface of something.,
PAIN,GENERAL,SUFFERING HURT ILLNESS INJURY DISEASE SICK,Physical suffering or discomfort caused by illness or injury.,
PEOPLE,GENERAL,POPULATION CIVILIZATION CULTURE,Human beings in general or considered collectively.,
PETS,GENERAL,ANIMAL DOMESTIC,A domestic or tamed animal or bird kept for companionship or pleasure and treated with care and affection.,
PROCESS,GENERAL,WORK SCIENCE ACTION ,A series of actions or steps taken in order to achieve a particular end.,
PROLONGED,GENERAL,TIME ETERNITY FUTURE CONSTANT LENGTHY,Continuing for a long time or longer than usual; lengthy.,
QUICK 1,GENERAL,MOVEMENT FAST SPEED,Moving fast or doing something in a short time.,
QUICK 2,GENERAL,MOVEMENT FAST SPEED,Moving fast or doing something in a short time.,
RACING,GENERAL,MOVEMENT FAST SPEED SWIFT,Moving swiftly.,
RADIO ,GENERAL,SIGNAL TRANSMISSION RECEPTION ELECTROMAGNETIC WAVE,The transmission and reception of electromagnetic waves of radio frequency especially those carrying sound messages.,
RENEWABLE  ,GENERAL,SUSTAINABLE ENERGY LIMITLESS,Capable of being renewed.,
REVOLUTION,GENERAL,REVOLUTION CYCLE REPEATD,An instance of revolving.,
RIP,GENERAL,SEPARATE SPLIT TEAR,Tear or pull (something) quickly or forcibly away from something or someone.,
RISE 1,GENERAL,UP ELEVATE HIGH MOVEMENT,An upward movement; an instance of becoming higher,
RISE 2,GENERAL,UP ELEVATE HIGH MOVEMENT,An upward movement; an instance of becoming higher,
RISING,GENERAL,UP ELEVATE HIGH MOVEMENT,An upward movement; an instance of becoming higher.,
RISING AND FALLING 1,GENERAL,VARIABLE UP DOWN MOVEMENT,Rising up and falling down.,
RISING AND FALLING 2,GENERAL,VARIABLE UP DOWN MOVEMENT,Rising up and falling down.,
ROUND TRIP,GENERAL,TRAVEL TRIP JOURNEY DESTINATION ,A journey to one or more places and back again.,
RUN,GENERAL,FAST JOG QUICK,Move at a speed faster than a walk never having both or all the feet on the ground at the same time.,
SHIMMER,GENERAL,SHINE TWINKLE LIGHT GLIMMER,Shine with a soft tremulous light.,
SLOW,GENERAL,SLUGGISH MOVEMENT SPEED,Moving or operating at a low speed.,
SMALL,GENERAL,TINY SIZE,Of a size that is less than normal or usual,
SMOKING,GENERAL,UNHEALTHY TOBACCO DRUG HABIT,Smoking is the inhalation of the smoke of burning tobacco.,
SPEED,GENERAL,SLOW FAST MOVEMENT PACE RATE,The rate at which someone or something is able to move or operate,
SPLIT 1,GENERAL,BREAK DIVIDE SEPARATE,Break or cause to break forcibly into parts.,
SPLIT 2,GENERAL,BREAK DIVIDE SEPARATE,Break or cause to break forcibly into parts.,
START,GENERAL,BEGIN FIRST,Come into being; begin or be reckoned from a particular point in time or space.,
STEAK,GENERAL,FOOD EXPENSIVE ANIMAL CONSUMER,High-quality beef taken from the hindquarters of the animal.,
STOP,GENERAL,END CONCLUSION DEATH DIE CEASE,,Come to an end; cease to happen.
STRUCTURE,GENERAL,BUILDING CONSTRUCTION DEVELOPMENT SYSTEM,,The arrangement of and relations between the parts or elements of something complex
SUBMERGED,GENERAL,UNDERWATER SUBMARINE,,Under water.
SUBTRACT,GENERAL,SPLIT DIVIDE SEPARATE REDUCE,,Take away.
SUCCESS,GENERAL,YES CORRECT WONDERFUL APPROVAL WIN,,The accomplishment of an aim or purpose.
TAX,GENERAL,MONEY GOVERNMENT ECONOMY FINANCE,,A compulsory contribution to state revenue.
TIME 1,GENERAL,PAST PRESENT FUTURE CLOCK,,The indefinite continued progress of existence and events in the past present and future regarded as a whole
TIME 2,GENERAL,PAST PRESENT FUTURE CLOCK,,The indefinite continued progress of existence and events in the past present and future regarded as a whole
TIME 3,GENERAL,PAST PRESENT FUTURE CLOCK,,The indefinite continued progress of existence and events in the past present and future regarded as a whole
TOY,GENERAL,FUN,An object for a child to play with typically a model or miniature replica of something.,
TRANSCONTINENTAL  ,GENERAL,CONTINENT,Crossing a continent,
UNDER,GENERAL,BENEATH BELOW DOWN,Extending or directly below.,
UNDERGROUND 1,GENERAL,BENEATH BELOW DOWN EARTH DIRT LAND,Beneath the surface of the ground.,
UNDERGROUND 2,GENERAL,BENEATH BELOW DOWN EARTH DIRT LAND,Beneath the surface of the ground.,
UNDERGROUND 3,GENERAL,BENEATH BELOW DOWN EARTH DIRT LAND,Beneath the surface of the ground.,
UNKNOWN 1,GENERAL,QUESTION UNCERTAIN MYSTERY,Not known or familiar.,
UNKNOWN 2,GENERAL,QUESTION UNCERTAIN MYSTERY,Not known or familiar.,
UNLOCK 1,GENERAL,ACCESS DISCOVER PUZZLE MYSTERY,Undo the lock by using a key.,
UNLOCK 2,GENERAL,ACCESS DISCOVER PUZZLE MYSTERY,Undo the lock by using a key.,
VARIABLE,GENERAL,CHANGE INCONSISTENT,Not consistent or having a fixed pattern; liable to change.,
WASTE,GENERAL,EXCREMENT POOP DISCHARGE BYPRODUCT,Material that is not wanted; the unusable remains or byproducts of something.,
WATER 1,GENERAL,LIQUID SEA RIVER OCEAN LAKE MOISTURE,A colorless transparent odorless tasteless liquid that forms the seas lakes rivers and rain and is the basis of the fluids of living organisms.,
WATER 2,GENERAL,LIQUID SEA RIVER OCEAN LAKE MOISTURE,A colorless transparent odorless tasteless liquid that forms the seas lakes rivers and rain and is the basis of the fluids of living organisms.,
WORK,GENERAL,ACTIVITY EFFORT TASK,Activity involving mental or physical effort done in order to achieve a purpose or result,
YEAR,GENERAL,TIME ANNUAL REVOLUTION,The time taken by a planet to make one revolution around the sun,
ABRASION 1,GEOLOGY,FRICTION ROCK EROSION WEATHERING SEDIMENT,Abrasion is the mechanical scraping of a rock surface by friction between rocks and moving particles during their transport by wind glacier waves gravity running water or erosion.,
ABRASION 2,GEOLOGY,FRICTION ROCK EROSION WEATHERING SEDIMENT,Abrasion is the mechanical scraping of a rock surface by friction between rocks and moving particles during their transport by wind glacier waves gravity running water or erosion.,
COAL,GEOLOGY,ROCK MINERAL ENERGY FUEL,A combustible black or dark brown rock consisting mainly of carbonized plant matter found mainly in underground deposits and widely used as fuel.,
COASTAL EROSION,GEOLOGY,EROSION WATER COAST SEDIMENT,Coast erosion is the process of wearing away material from the coastal profile due to imbalance in the supply and export of material from a certain section.,
CORE,GEOLOGY,EARTH IRON NICKET CENTER HEART,The central region of the Earth; it extends fourteen hundred to eighteen hundred miles from the Earth's center.,
CRUST,GEOLOGY,EARTH TERRAIN ROCK LAND,The outermost solid shell of a rocky planet or natural satellite which is chemically distinct from the underlying mantle.,
CRYSTAL ,GEOLOGY,QUARTZ ROCK MINERAL FORMATION,A piece of a homogeneous solid substance having a natural geometrically regular form with symmetrically arranged plane faces.,
DEPOSITION 1,GEOLOGY,SEDIMENT SOIL ROCK LAND,Process in which sediments soil and rocks are added to a landform or land mass.,
DEPOSITION 2,GEOLOGY,SEDIMENT SOIL ROCK LAND,Process in which sediments soil and rocks are added to a landform or land mass.,
DEPOSITION 3,GEOLOGY,SEDIMENT SOIL ROCK LAND,Process in which sediments soil and rocks are added to a landform or land mass.,
EROSION 1,GEOLOGY,WEATHERING SEDIMENT,The process of eroding or being eroded by wind water or other natural agents,
EROSION 2,GEOLOGY,WEATHERING SEDIMENT MOVEMENT,The process of eroding or being eroded by wind water or other natural agents,
EROSION 3,GEOLOGY,WEATHERING SEDIMENT,The process of eroding or being eroded by wind water or other natural agents,
FAULT LINE,GEOLOGY,EARTHQUAKE EARTH CRUST PLATE TECTONICS,A crack in the earth's crust resulting from the displacement of one side with respect to the other.,
IRON ,GEOLOGY,METAL EARTH, A strong hard magnetic silvery-gray metal.,
MASS MOVEMENT,GEOLOGY,GRAVITY CRUST LANDSLIDE ROCK FALL,Mass movement is the movement of surface material caused by gravity.,
ROCK,GEOLOGY,STONE MINERAL EARTH,The solid mineral material forming part of the surface of the earth and other similar planets.,
SILICA,GEOLOGY,ROCK MINERAL SANDSTONE GLASS,A hard unreactive colorless compound that occurs as the mineral quartz and as a principal constituent of sandstone and other rocks.,
SUBTERRANEAN,GEOLOGY,DOWN UNDERGROUND EARTH DIRT,Under the earth's surface.,
WATER EROSION 1,GEOLOGY,EARTH SCIENCE EROSION ROCK,The wearing away of rocks and other deposits on the earth's surface by water.,
WATER EROSION 2,GEOLOGY,EARTH SCIENCE EROSION ROCK,The wearing away of rocks and other deposits on the earth's surface by water.,
WATER EROSION 3,GEOLOGY,EARTH SCIENCE EROSION ROCK,The wearing away of rocks and other deposits on the earth's surface by water.,
WEATHERING 1,GEOLOGY,EROSION ROCK RAIN,Wear away or change the appearance or texture of (something) by long exposure to weather.,
WEATHERING 2,GEOLOGY,EROSION ROCK RAIN,Wear away or change the appearance or texture of (something) by long exposure to weather.,
WIND ABRASION ,GEOLOGY,EROSION WIND ABRASION,The mechanical scraping of a rock surface by friction between rocks and moving particles during their transport by wind.,
WIND EROSION,GEOLOGY,EROSION ROCK WIND,The wearing away of rocks and other deposits on the earth's surface by wind.,
ADD FUEL TO THE FIRE,IDIOM,,Cause a situation or conflict to become more intense especially by provocative comments.,
ASLEEP AT THE WHEEL,IDIOM,,Inactive.,
BARKING UP THE WRONG TREE,IDIOM,,Pursuing a mistaken or misguided line of thought or course of action.,
BLESSING IN DISGUISE,IDIOM,,An apparent misfortune that eventually has good results.,
BREATH OF FRESH AIR,IDIOM,,A welcome relief.,
CAT NAP,IDIOM,,A short light sleep; a doze,
COLD TURKEY,IDIOM,,In a sudden and abrupt manner.,
CRYING OVER SPILLED MILK,IDIOM,,To dwell pointlessly on past misfortunes,
CRYING WOLF,IDIOM,,Raise a false alarm.,
END OF THE ROAD,IDIOM,, End of the process.,
FIGHT FIRE WITH FIRE,IDIOM,,Use the weapons or tactics of one's enemy or opponent even if one finds them distasteful.,
FOOD FOR THOUGHT,IDIOM,,Anything that provides mental stimulus for thinking.,
FROM RAGS TO RICHES,IDIOM,,Situation in which a person rises from poverty to wealth.,
FUNNY MONEY,IDIOM,,Currency that is forged or otherwise worthless.,
IN THE DOG HOUSE,IDIOM,,In trouble.,
KICK THE BUCKET,IDIOM,,To die,
KNOCK ON WOOD,IDIOM,,Avoid tempting fate.,
LIKE A BROKEN RECORD,IDIOM,,To say the same thing over and over again,
LIKE A BULL IN A CHINA SHOP,IDIOM,,Behaving recklessly and clumsily in a place or situation where one is likely to cause damage or injury.,
LITTLE BIRDY TOLD ME,IDIOM,,I received the information from a source not to be overtly exposed.,
RAIN CHECK ,IDIOM,,Rescheduling an invitation or an agreement.,
RAINING CATS AND DOGS,IDIOM,,Raining very heavily.,
RISE AND SHINE,IDIOM,,Get out of bed; wake up.,
ROCK THE BOAT,IDIOM,,Say or do something to disturb an existing situation.,
RUN LIKE THE WIND,IDIOM,, Run very fast,
SHOT IN THE DARK,IDIOM,,To take a somewhat random chance at something,
UNDER THE WEATHER,IDIOM,,Slightly unwell or in low spirits.,
ACCELERATE 1,PHYSICS,SPEED VELOCITY FAST MOTION QUICK,Acceleration is the increase of speed or velocity,
ACCELERATE 2,PHYSICS,SPEED VELOCITY FAST MOTION QUICK,Acceleration is the increase of speed or velocity,
ACCELERATE 3,PHYSICS,SPEED VELOCITY FAST MOTION QUICK,Acceleration is the increase of speed or velocity,
ANCIENT,PHYSICS,TIME EARLY OLD HISTORY ARCHAEOLOGY,Belonging to the very distant past and no longer in existence.,
ASCEND,PHYSICS,UP MOVEMENT RAISE CLIMB ELEVATE,Go up climb or rise through the air.,
ATOM 1,PHYSICS,CHEMICAL ELEMENT CHEMISTRY PARTICLE MATTER SMALL,The basic unit of a chemical element and the source of atomic energy.,
ATOM 2,PHYSICS,CHEMICAL ELEMENT CHEMISTRY PARTICLE MATTER SMALL,The basic unit of a chemical element and the source of atomic energy.,
BILLIARDS,PHYSICS,MOMENTUM ENERGY TRANSFER LINEAR MOMENTUM ENERGY BOUNCE,The sound of billiards could be used to indicate the conservation of momentum or even a chain reaction.,
CARBON DIOXIDE,PHYSICS,AIR PLANT CHEMICAL COMPOUND CARBON ATMOSPHERE,A colorless odorless gas produced by burning carbon and organic compounds and by respiration. It is naturally present in air (about 0.03 percent) and is absorbed by plants in photosynthesis.,
CHAIN REACTION 1,PHYSICS,CHEMICAL ENERGY NUCLEAR ATOM FUSION FISSION,A chemical reaction or other process in which the products themselves promote or spread the reaction which under certain conditions may accelerate dramatically.,
CHAIN REACTION 2,PHYSICS,CHEMICAL ENERGY NUCLEAR ATOM FUSION FISSION,A chemical reaction or other process in which the products themselves promote or spread the reaction which under certain conditions may accelerate dramatically.,
CHEMICAL,PHYSICS,CHEMISTRY MOLECULE ION,Of or relating to chemistry or the interactions of substances as studied in chemistry.,
CHEMICAL REACTION 1,PHYSICS,CHEMISTRY MOLECULE ION,A process that involves rearrangement of the molecular or ionic structure of a substance.,
CHEMICAL REACTION 2,PHYSICS,CHEMISTRY MOLECULE ION,A process that involves rearrangement of the molecular or ionic structure of a substance.,
ELASTIC LIMIT,PHYSICS,STRETCH LIMIT,The maximum extent to which a solid may be stretched without permanent alteration of size or shape.,
ELECTRON MICROSCOPE,PHYSICS,MICROSCOPE ELECTRON LIGHT ATOM ,A microscope with high magnification and resolution employing electron beams in place of light and using electron lenses.,
EVAPORATION,PHYSICS,LIQUID GAS DRY,The changing of a liquid into a gas.,
FORCE,PHYSICS,ENERGY MOVEMENT VELOCITY,Strength or energy as an attribute of physical action or movement.,
GRAVITY,PHYSICS,DOWN FALL FORCE,Force that attracts a body toward the center of the earth or toward any other physical body having mass.,
KINETIC ENERGY,PHYSICS,MOTION VELOCITY MOMENTUM,Energy that a body possesses by virtue of being in motion.,
LIQUID,PHYSICS,WATER MOIST FLUID OIL,Having a consistency like that of water or oil i.e. flowing freely but of constant volume.,
MAGNETISM,PHYSICS,FORCE ATTRACTION CHARGE,A physical phenomenon produced by the motion of electric charge resulting in attractive and repulsive forces between objects,
MASS MOVEMENT,PHYSICS,MATTER LARGE,A property of matter equal to the measure of an object's resistance to changes in either the speed or direction of its motion.,
MOTION,PHYSICS,MOVE MOVEMENT,The action or process of moving or being moved.,
NATURAL ACID,PHYSICS,CHEMICAL CHEMISTRY,Any of a class of substances whose aqueous solutions are characterized by a sour taste the ability to turn blue litmus red and the ability to react with bases and certain metals to form salts.,
NUCLEAR 1,PHYSICS,ATOM ATOMIC ENERGY,Of or relating to the nucleus of an atom.,
NUCLEAR 2,PHYSICS,ATOM ATOMIC ENERGY,Of or relating to the nucleus of an atom.,
NUCLEAR FUSION,PHYSICS,THERMONUCLEAR REACTION ATOM NUCLEAR,Thermonuclear reaction in which nuclei of light atoms join to form nuclei of heavier atoms,
NUCLEAR REACTION,PHYSICS,ATOM ATOMIC ENERGY REACTION,A change in the identity or characteristics of an atomic nucleus that results when it is bombarded with an energetic particle as in fission fusion or radioactive decay.,
NUCLEAR WASTE,PHYSICS,ATOM ATOMIC RADIOACTIVE ENERGY,Radioactive waste material for example from the use or reprocessing of nuclear fuel,
OXIDATION 1,PHYSICS,OXYGEN CHEMISTRY BREATHE,The process or result of oxidizing or being oxidized.,
OXIDATION 2,PHYSICS,OXYGEN CHEMISTRY BREATHE,The process or result of oxidizing or being oxidized.,
PRESSURE,PHYSICS,FORCE EXERTION PUSH PRESS COMPACT,The continuous physical force exerted on or against an object by something in contact with it.,
RADIO WAVE,PHYSICS,ELECTROMAGNETIC COMMUNICATION TRANSMISSION,An electromagnetic wave of a frequency used for long-distance communication.,
RADIO WAVELENGTH,PHYSICS,ELECTROMAGNETIC COMMUNICATION TRANSMISSION,Length of radio waves.,
RADIO WAVES,PHYSICS,ELECTROMAGNETIC COMMUNICATION TRANSMISSION,Radio waves are a type of electromagnetic radiation.,
RADIOACTIVE  ,PHYSICS,RADIATION NUCLEAR, Emitting or relating to the emission of ionizing radiation or particles.,
RADIOACTIVITY,PHYSICS,RADIATION NUCLEAR,The emission of ionizing radiation or particles caused by the spontaneous disintegration of atomic nuclei.,
RAY,PHYSICS,LIGHT BEAM SUN PHOTON LASER,Each of the lines in which light (and heat) may seem to stream from the sun or any luminous body or pass through a small opening.,
SPECTRUM,PHYSICS,LIGHT BAND WAVELENGTH RANGE,A band of colors as seen in a rainbow produced by separation of the components of light by their different degrees of refraction according to wavelength.,
SPEED OF LIGHT,PHYSICS,SPEED FAST QUICK LIGHT,A speed of 299792458 meters per second.,
STRAIGHT 1,PHYSICS,LINE CONSTANT STEADY DIRECT,Extending or moving uniformly in one direction only; without a curve or bend.,
STRAIGHT 2,PHYSICS,LINE CONSTANT STEADY DIRECT,Extending or moving uniformly in one direction only; without a curve or bend.,
TIME SLOWS,PHYSICS,SLOW TIME,The apparent slowing down of moving clocks that is predicted by the special theory of relativity.,
URANIUM,PHYSICS,CHEMICAL RADIOACTIVE FUEL NUCLEAR,The chemical element of atomic number 92 a gray dense radioactive metal used as a fuel in nuclear reactors.,
VOLT,PHYSICS,ELECTRICITY FORCE ENERGY,The derived unit for electric potential electric potential difference (voltage) and electromotive force.,
WAVE,PHYSICS,WATER SOUND LIGHT OSCILLATION,A periodic motion or disturbance consisting of a series of many oscillations that propagate through a medium or space as in the propagation of sound or light.,
WAVELENGTH,PHYSICS,MEASUREMENT WATER SOUND LIGHT OSCILLATION ,The distance between successive crests of a wave especially points in a sound wave or electromagnetic wave.,
